state,ratio,avg_value,schools_char,char_count,teachers_gender,teachers_gender_count,pupils_gender,pupils_gender_count
Tunis2,avg_pupil_to_teacher,19.6,number_classerooms,916,teachers_female,1531,pupils_all,40271
Tunis2,avg_pupil_to_teacher,19.6,number_classerooms,916,teachers_female,1531,pupils_male,20626
Tunis2,avg_pupil_to_teacher,19.6,number_classerooms,916,teachers_male,523,pupils_female,19645
Tunis2,avg_pupil_to_teacher,19.6,number_classerooms,916,teachers_male,523,pupils_all,40271
Tunis2,avg_pupil_to_teacher,19.6,number_classerooms,916,teachers_male,523,pupils_male,20626
Tunis2,avg_pupil_to_teacher,19.6,number_classerooms,916,teachers_all,2054,pupils_female,19645
Tunis2,avg_pupil_to_teacher,19.6,number_classerooms,916,teachers_all,2054,pupils_all,40271
Tunis2,avg_pupil_to_teacher,19.6,number_classerooms,916,teachers_all,2054,pupils_male,20626
Tunis2,avg_pupil_to_teacher,19.6,number_schools,93,teachers_female,1531,pupils_female,19645
Tunis2,avg_pupil_to_teacher,19.6,number_schools,93,teachers_female,1531,pupils_all,40271
Tunis2,avg_pupil_to_teacher,19.6,number_schools,93,teachers_female,1531,pupils_male,20626
Tunis2,avg_pupil_to_teacher,19.6,number_schools,93,teachers_male,523,pupils_female,19645
Tunis2,avg_pupil_to_teacher,19.6,number_schools,93,teachers_male,523,pupils_all,40271
Tunis2,avg_pupil_to_teacher,19.6,number_schools,93,teachers_male,523,pupils_male,20626
Tunis2,avg_pupil_to_teacher,19.6,number_schools,93,teachers_all,2054,pupils_female,19645
Tunis2,avg_pupil_to_teacher,19.6,number_schools,93,teachers_all,2054,pupils_all,40271
Tunis2,avg_pupil_to_teacher,19.6,number_schools,93,teachers_all,2054,pupils_male,20626
Tunis2,avg_pupil_to_class,27,number_taught_classes,1492,teachers_female,1531,pupils_female,19645
Tunis2,avg_pupil_to_class,27,number_taught_classes,1492,teachers_female,1531,pupils_all,40271
Tunis2,avg_pupil_to_class,27,number_taught_classes,1492,teachers_female,1531,pupils_male,20626
Tunis2,avg_pupil_to_class,27,number_taught_classes,1492,teachers_male,523,pupils_female,19645
Tunis2,avg_pupil_to_class,27,number_taught_classes,1492,teachers_male,523,pupils_all,40271
Tunis2,avg_pupil_to_class,27,number_taught_classes,1492,teachers_male,523,pupils_male,20626
Tunis2,avg_pupil_to_class,27,number_taught_classes,1492,teachers_all,2054,pupils_female,19645
Tunis2,avg_pupil_to_class,27,number_taught_classes,1492,teachers_all,2054,pupils_all,40271
Tunis2,avg_pupil_to_class,27,number_taught_classes,1492,teachers_all,2054,pupils_male,20626
Tunis2,avg_pupil_to_class,27,number_classerooms,916,teachers_female,1531,pupils_female,19645
Tunis2,avg_pupil_to_class,27,number_classerooms,916,teachers_female,1531,pupils_all,40271
Tunis2,avg_pupil_to_class,27,number_classerooms,916,teachers_female,1531,pupils_male,20626
Tunis2,avg_pupil_to_class,27,number_classerooms,916,teachers_male,523,pupils_female,19645
Tunis2,avg_pupil_to_class,27,number_classerooms,916,teachers_male,523,pupils_all,40271
Tunis2,avg_pupil_to_class,27,number_classerooms,916,teachers_male,523,pupils_male,20626
Tunis2,avg_pupil_to_class,27,number_classerooms,916,teachers_all,2054,pupils_female,19645
Tunis2,avg_pupil_to_class,27,number_classerooms,916,teachers_all,2054,pupils_all,40271
Tunis2,avg_pupil_to_class,27,number_classerooms,916,teachers_all,2054,pupils_male,20626
Tunis2,avg_pupil_to_class,27,number_schools,93,teachers_female,1531,pupils_female,19645
Tunis2,avg_pupil_to_class,27,number_schools,93,teachers_female,1531,pupils_all,40271
Tunis2,avg_pupil_to_class,27,number_schools,93,teachers_female,1531,pupils_male,20626
Tunis2,avg_pupil_to_class,27,number_schools,93,teachers_male,523,pupils_female,19645
Tunis2,avg_pupil_to_class,27,number_schools,93,teachers_male,523,pupils_all,40271
Tunis2,avg_pupil_to_class,27,number_schools,93,teachers_male,523,pupils_male,20626
Tunis2,avg_pupil_to_class,27,number_schools,93,teachers_all,2054,pupils_female,19645
Tunis2,avg_pupil_to_class,27,number_schools,93,teachers_all,2054,pupils_all,40271
Tunis2,avg_pupil_to_class,27,number_schools,93,teachers_all,2054,pupils_male,20626
Ariana,avg_pupil_to_teacher,22.1,number_taught_classes,1550,teachers_female,1636,pupils_female,22822
Ariana,avg_pupil_to_teacher,22.1,number_taught_classes,1550,teachers_female,1636,pupils_all,46896
Ariana,avg_pupil_to_teacher,22.1,number_taught_classes,1550,teachers_female,1636,pupils_male,24074
Ariana,avg_pupil_to_teacher,22.1,number_taught_classes,1550,teachers_male,488,pupils_female,22822
Ariana,avg_pupil_to_teacher,22.1,number_taught_classes,1550,teachers_male,488,pupils_all,46896
Ariana,avg_pupil_to_teacher,22.1,number_taught_classes,1550,teachers_male,488,pupils_male,24074
Ariana,avg_pupil_to_teacher,22.1,number_taught_classes,1550,teachers_all,2124,pupils_female,22822
Ariana,avg_pupil_to_teacher,22.1,number_taught_classes,1550,teachers_all,2124,pupils_all,46896
Ariana,avg_pupil_to_teacher,22.1,number_taught_classes,1550,teachers_all,2124,pupils_male,24074
Ariana,avg_pupil_to_teacher,22.1,number_classerooms,872,teachers_female,1636,pupils_female,22822
Ariana,avg_pupil_to_teacher,22.1,number_classerooms,872,teachers_female,1636,pupils_all,46896
Ariana,avg_pupil_to_teacher,22.1,number_classerooms,872,teachers_female,1636,pupils_male,24074
Ariana,avg_pupil_to_teacher,22.1,number_classerooms,872,teachers_male,488,pupils_female,22822
Ariana,avg_pupil_to_teacher,22.1,number_classerooms,872,teachers_male,488,pupils_all,46896
Ariana,avg_pupil_to_teacher,22.1,number_classerooms,872,teachers_male,488,pupils_male,24074
Ariana,avg_pupil_to_teacher,22.1,number_classerooms,872,teachers_all,2124,pupils_female,22822
Ariana,avg_pupil_to_teacher,22.1,number_classerooms,872,teachers_all,2124,pupils_all,46896
Ariana,avg_pupil_to_teacher,22.1,number_classerooms,872,teachers_all,2124,pupils_male,24074
Ariana,avg_pupil_to_teacher,22.1,number_schools,92,teachers_female,1636,pupils_female,22822
Ariana,avg_pupil_to_teacher,22.1,number_schools,92,teachers_female,1636,pupils_all,46896
Ariana,avg_pupil_to_teacher,22.1,number_schools,92,teachers_female,1636,pupils_male,24074
Ariana,avg_pupil_to_teacher,22.1,number_schools,92,teachers_male,488,pupils_female,22822
Ariana,avg_pupil_to_teacher,22.1,number_schools,92,teachers_male,488,pupils_all,46896
Ariana,avg_pupil_to_teacher,22.1,number_schools,92,teachers_male,488,pupils_male,24074
Ariana,avg_pupil_to_teacher,22.1,number_schools,92,teachers_all,2124,pupils_female,22822
Ariana,avg_pupil_to_teacher,22.1,number_schools,92,teachers_all,2124,pupils_all,46896
Ariana,avg_pupil_to_teacher,22.1,number_schools,92,teachers_all,2124,pupils_male,24074
Ariana,avg_pupil_to_class,30.3,number_taught_classes,1550,teachers_female,1636,pupils_female,22822
Ariana,avg_pupil_to_class,30.3,number_taught_classes,1550,teachers_female,1636,pupils_all,46896
Ariana,avg_pupil_to_class,30.3,number_taught_classes,1550,teachers_female,1636,pupils_male,24074
Ariana,avg_pupil_to_class,30.3,number_taught_classes,1550,teachers_male,488,pupils_female,22822
Ariana,avg_pupil_to_class,30.3,number_taught_classes,1550,teachers_male,488,pupils_all,46896
Ariana,avg_pupil_to_class,30.3,number_taught_classes,1550,teachers_male,488,pupils_male,24074
Ariana,avg_pupil_to_class,30.3,number_taught_classes,1550,teachers_all,2124,pupils_female,22822
Ariana,avg_pupil_to_class,30.3,number_taught_classes,1550,teachers_all,2124,pupils_all,46896
Ariana,avg_pupil_to_class,30.3,number_taught_classes,1550,teachers_all,2124,pupils_male,24074
Ariana,avg_pupil_to_class,30.3,number_classerooms,872,teachers_female,1636,pupils_female,22822
Ariana,avg_pupil_to_class,30.3,number_classerooms,872,teachers_female,1636,pupils_all,46896
Ariana,avg_pupil_to_class,30.3,number_classerooms,872,teachers_female,1636,pupils_male,24074
Ariana,avg_pupil_to_class,30.3,number_classerooms,872,teachers_male,488,pupils_female,22822
Ariana,avg_pupil_to_class,30.3,number_classerooms,872,teachers_male,488,pupils_all,46896
Ariana,avg_pupil_to_class,30.3,number_classerooms,872,teachers_male,488,pupils_male,24074
Ariana,avg_pupil_to_class,30.3,number_classerooms,872,teachers_all,2124,pupils_female,22822
Ariana,avg_pupil_to_class,30.3,number_classerooms,872,teachers_all,2124,pupils_all,46896
Ariana,avg_pupil_to_class,30.3,number_classerooms,872,teachers_all,2124,pupils_male,24074
Ariana,avg_pupil_to_class,30.3,number_schools,92,teachers_female,1636,pupils_female,22822
Ariana,avg_pupil_to_class,30.3,number_schools,92,teachers_female,1636,pupils_all,46896
Ariana,avg_pupil_to_class,30.3,number_schools,92,teachers_female,1636,pupils_male,24074
Ariana,avg_pupil_to_class,30.3,number_schools,92,teachers_male,488,pupils_female,22822
Ariana,avg_pupil_to_class,30.3,number_schools,92,teachers_male,488,pupils_all,46896
Ariana,avg_pupil_to_class,30.3,number_schools,92,teachers_male,488,pupils_male,24074
Ariana,avg_pupil_to_class,30.3,number_schools,92,teachers_all,2124,pupils_female,22822
Ariana,avg_pupil_to_class,30.3,number_schools,92,teachers_all,2124,pupils_all,46896
Ariana,avg_pupil_to_class,30.3,number_schools,92,teachers_all,2124,pupils_male,24074
Mannouba,avg_pupil_to_teacher,20.2,number_taught_classes,1336,teachers_female,1203,pupils_female,17298
Mannouba,avg_pupil_to_teacher,20.2,number_taught_classes,1336,teachers_female,1203,pupils_all,35794
Mannouba,avg_pupil_to_teacher,20.2,number_taught_classes,1336,teachers_female,1203,pupils_male,18496
Mannouba,avg_pupil_to_teacher,20.2,number_taught_classes,1336,teachers_male,565,pupils_female,17298
Mannouba,avg_pupil_to_teacher,20.2,number_taught_classes,1336,teachers_male,565,pupils_all,35794
Mannouba,avg_pupil_to_teacher,20.2,number_taught_classes,1336,teachers_male,565,pupils_male,18496
Mannouba,avg_pupil_to_teacher,20.2,number_taught_classes,1336,teachers_all,1768,pupils_female,17298
Mannouba,avg_pupil_to_teacher,20.2,number_taught_classes,1336,teachers_all,1768,pupils_all,35794
Mannouba,avg_pupil_to_teacher,20.2,number_taught_classes,1336,teachers_all,1768,pupils_male,18496
Mannouba,avg_pupil_to_teacher,20.2,number_classerooms,796,teachers_female,1203,pupils_female,17298
Mannouba,avg_pupil_to_teacher,20.2,number_classerooms,796,teachers_female,1203,pupils_all,35794
Mannouba,avg_pupil_to_teacher,20.2,number_classerooms,796,teachers_female,1203,pupils_male,18496
Mannouba,avg_pupil_to_teacher,20.2,number_classerooms,796,teachers_male,565,pupils_female,17298
Mannouba,avg_pupil_to_teacher,20.2,number_classerooms,796,teachers_male,565,pupils_all,35794
Mannouba,avg_pupil_to_teacher,20.2,number_classerooms,796,teachers_male,565,pupils_male,18496
Mannouba,avg_pupil_to_teacher,20.2,number_classerooms,796,teachers_all,1768,pupils_female,17298
Mannouba,avg_pupil_to_teacher,20.2,number_classerooms,796,teachers_all,1768,pupils_all,35794
Mannouba,avg_pupil_to_teacher,20.2,number_classerooms,796,teachers_all,1768,pupils_male,18496
Mannouba,avg_pupil_to_teacher,20.2,number_schools,96,teachers_female,1203,pupils_female,17298
Mannouba,avg_pupil_to_teacher,20.2,number_schools,96,teachers_female,1203,pupils_all,35794
Mannouba,avg_pupil_to_teacher,20.2,number_schools,96,teachers_female,1203,pupils_male,18496
Mannouba,avg_pupil_to_teacher,20.2,number_schools,96,teachers_male,565,pupils_female,17298
Mannouba,avg_pupil_to_teacher,20.2,number_schools,96,teachers_male,565,pupils_all,35794
Mannouba,avg_pupil_to_teacher,20.2,number_schools,96,teachers_male,565,pupils_male,18496
Mannouba,avg_pupil_to_teacher,20.2,number_schools,96,teachers_all,1768,pupils_female,17298
Mannouba,avg_pupil_to_teacher,20.2,number_schools,96,teachers_all,1768,pupils_all,35794
Mannouba,avg_pupil_to_teacher,20.2,number_schools,96,teachers_all,1768,pupils_male,18496
Mannouba,avg_pupil_to_class,26.8,number_taught_classes,1336,teachers_female,1203,pupils_female,17298
Mannouba,avg_pupil_to_class,26.8,number_taught_classes,1336,teachers_female,1203,pupils_all,35794
Mannouba,avg_pupil_to_class,26.8,number_taught_classes,1336,teachers_female,1203,pupils_male,18496
Mannouba,avg_pupil_to_class,26.8,number_taught_classes,1336,teachers_male,565,pupils_female,17298
Mannouba,avg_pupil_to_class,26.8,number_taught_classes,1336,teachers_male,565,pupils_all,35794
Mannouba,avg_pupil_to_class,26.8,number_taught_classes,1336,teachers_male,565,pupils_male,18496
Mannouba,avg_pupil_to_class,26.8,number_taught_classes,1336,teachers_all,1768,pupils_female,17298
Mannouba,avg_pupil_to_class,26.8,number_taught_classes,1336,teachers_all,1768,pupils_all,35794
Mannouba,avg_pupil_to_class,26.8,number_taught_classes,1336,teachers_all,1768,pupils_male,18496
Mannouba,avg_pupil_to_class,26.8,number_classerooms,796,teachers_female,1203,pupils_female,17298
Mannouba,avg_pupil_to_class,26.8,number_classerooms,796,teachers_female,1203,pupils_all,35794
Mannouba,avg_pupil_to_class,26.8,number_classerooms,796,teachers_female,1203,pupils_male,18496
Mannouba,avg_pupil_to_class,26.8,number_classerooms,796,teachers_male,565,pupils_female,17298
Mannouba,avg_pupil_to_class,26.8,number_classerooms,796,teachers_male,565,pupils_all,35794
Mannouba,avg_pupil_to_class,26.8,number_classerooms,796,teachers_male,565,pupils_male,18496
Mannouba,avg_pupil_to_class,26.8,number_classerooms,796,teachers_all,1768,pupils_female,17298
Mannouba,avg_pupil_to_class,26.8,number_classerooms,796,teachers_all,1768,pupils_all,35794
Mannouba,avg_pupil_to_class,26.8,number_classerooms,796,teachers_all,1768,pupils_male,18496
Mannouba,avg_pupil_to_class,26.8,number_schools,96,teachers_female,1203,pupils_female,17298
Mannouba,avg_pupil_to_class,26.8,number_schools,96,teachers_female,1203,pupils_all,35794
Mannouba,avg_pupil_to_class,26.8,number_schools,96,teachers_female,1203,pupils_male,18496
Mannouba,avg_pupil_to_class,26.8,number_schools,96,teachers_male,565,pupils_female,17298
Mannouba,avg_pupil_to_class,26.8,number_schools,96,teachers_male,565,pupils_all,35794
Mannouba,avg_pupil_to_class,26.8,number_schools,96,teachers_male,565,pupils_male,18496
Mannouba,avg_pupil_to_class,26.8,number_schools,96,teachers_all,1768,pupils_female,17298
Mannouba,avg_pupil_to_class,26.8,number_schools,96,teachers_all,1768,pupils_all,35794
Mannouba,avg_pupil_to_class,26.8,number_schools,96,teachers_all,1768,pupils_male,18496
Ben,avg_pupil_to_teacher,18.5,number_taught_classes,2169,teachers_female,2489,pupils_female,28717
Ben,avg_pupil_to_teacher,18.5,number_taught_classes,2169,teachers_female,2489,pupils_all,58777
Ben,avg_pupil_to_teacher,18.5,number_taught_classes,2169,teachers_female,2489,pupils_male,30060
Ben,avg_pupil_to_teacher,18.5,number_taught_classes,2169,teachers_male,685,pupils_female,28717
Ben,avg_pupil_to_teacher,18.5,number_taught_classes,2169,teachers_male,685,pupils_all,58777
Ben,avg_pupil_to_teacher,18.5,number_taught_classes,2169,teachers_male,685,pupils_male,30060
Ben,avg_pupil_to_teacher,18.5,number_taught_classes,2169,teachers_all,3174,pupils_female,28717
Ben,avg_pupil_to_teacher,18.5,number_taught_classes,2169,teachers_all,3174,pupils_all,58777
Ben,avg_pupil_to_teacher,18.5,number_taught_classes,2169,teachers_all,3174,pupils_male,30060
Ben,avg_pupil_to_teacher,18.5,number_classerooms,1215,teachers_female,2489,pupils_female,28717
Ben,avg_pupil_to_teacher,18.5,number_classerooms,1215,teachers_female,2489,pupils_all,58777
Ben,avg_pupil_to_teacher,18.5,number_classerooms,1215,teachers_female,2489,pupils_male,30060
Ben,avg_pupil_to_teacher,18.5,number_classerooms,1215,teachers_male,685,pupils_female,28717
Ben,avg_pupil_to_teacher,18.5,number_classerooms,1215,teachers_male,685,pupils_all,58777
Ben,avg_pupil_to_teacher,18.5,number_classerooms,1215,teachers_male,685,pupils_male,30060
Ben,avg_pupil_to_teacher,18.5,number_classerooms,1215,teachers_all,3174,pupils_female,28717
Ben,avg_pupil_to_teacher,18.5,number_classerooms,1215,teachers_all,3174,pupils_all,58777
Ben,avg_pupil_to_teacher,18.5,number_classerooms,1215,teachers_all,3174,pupils_male,30060
Ben,avg_pupil_to_teacher,18.5,number_schools,156,teachers_female,2489,pupils_female,28717
Ben,avg_pupil_to_teacher,18.5,number_schools,156,teachers_female,2489,pupils_all,58777
Ben,avg_pupil_to_teacher,18.5,number_schools,156,teachers_female,2489,pupils_male,30060
Ben,avg_pupil_to_teacher,18.5,number_schools,156,teachers_male,685,pupils_female,28717
Ben,avg_pupil_to_teacher,18.5,number_schools,156,teachers_male,685,pupils_all,58777
Ben,avg_pupil_to_teacher,18.5,number_schools,156,teachers_male,685,pupils_male,30060
Ben,avg_pupil_to_teacher,18.5,number_schools,156,teachers_all,3174,pupils_female,28717
Ben,avg_pupil_to_teacher,18.5,number_schools,156,teachers_all,3174,pupils_all,58777
Ben,avg_pupil_to_teacher,18.5,number_schools,156,teachers_all,3174,pupils_male,30060
Ben,avg_pupil_to_class,27.1,number_taught_classes,2169,teachers_female,2489,pupils_female,28717
Ben,avg_pupil_to_class,27.1,number_taught_classes,2169,teachers_female,2489,pupils_all,58777
Ben,avg_pupil_to_class,27.1,number_taught_classes,2169,teachers_female,2489,pupils_male,30060
Ben,avg_pupil_to_class,27.1,number_taught_classes,2169,teachers_male,685,pupils_female,28717
Ben,avg_pupil_to_class,27.1,number_taught_classes,2169,teachers_male,685,pupils_all,58777
Ben,avg_pupil_to_class,27.1,number_taught_classes,2169,teachers_male,685,pupils_male,30060
Ben,avg_pupil_to_class,27.1,number_taught_classes,2169,teachers_all,3174,pupils_female,28717
Ben,avg_pupil_to_class,27.1,number_taught_classes,2169,teachers_all,3174,pupils_all,58777
Ben,avg_pupil_to_class,27.1,number_taught_classes,2169,teachers_all,3174,pupils_male,30060
Ben,avg_pupil_to_class,27.1,number_classerooms,1215,teachers_female,2489,pupils_female,28717
Ben,avg_pupil_to_class,27.1,number_classerooms,1215,teachers_female,2489,pupils_all,58777
Ben,avg_pupil_to_class,27.1,number_classerooms,1215,teachers_female,2489,pupils_male,30060
Ben,avg_pupil_to_class,27.1,number_classerooms,1215,teachers_male,685,pupils_female,28717
Ben,avg_pupil_to_class,27.1,number_classerooms,1215,teachers_male,685,pupils_all,58777
Ben,avg_pupil_to_class,27.1,number_classerooms,1215,teachers_male,685,pupils_male,30060
Ben,avg_pupil_to_class,27.1,number_classerooms,1215,teachers_all,3174,pupils_female,28717
Ben,avg_pupil_to_class,27.1,number_classerooms,1215,teachers_all,3174,pupils_all,58777
Ben,avg_pupil_to_class,27.1,number_classerooms,1215,teachers_all,3174,pupils_male,30060
Ben,avg_pupil_to_class,27.1,number_schools,156,teachers_female,2489,pupils_female,28717
Ben,avg_pupil_to_class,27.1,number_schools,156,teachers_female,2489,pupils_all,58777
Ben,avg_pupil_to_class,27.1,number_schools,156,teachers_female,2489,pupils_male,30060
Ben,avg_pupil_to_class,27.1,number_schools,156,teachers_male,685,pupils_female,28717
Ben,avg_pupil_to_class,27.1,number_schools,156,teachers_male,685,pupils_all,58777
Ben,avg_pupil_to_class,27.1,number_schools,156,teachers_male,685,pupils_male,30060
Ben,avg_pupil_to_class,27.1,number_schools,156,teachers_all,3174,pupils_female,28717
Ben,avg_pupil_to_class,27.1,number_schools,156,teachers_all,3174,pupils_all,58777
Ben,avg_pupil_to_class,27.1,number_schools,156,teachers_all,3174,pupils_male,30060
Zaghouan,avg_pupil_to_teacher,23.2,number_taught_classes,910,teachers_female,539,pupils_female,10109
Zaghouan,avg_pupil_to_teacher,23.2,number_taught_classes,910,teachers_female,539,pupils_all,20984
Zaghouan,avg_pupil_to_teacher,23.2,number_taught_classes,910,teachers_female,539,pupils_male,10875
Zaghouan,avg_pupil_to_teacher,23.2,number_taught_classes,910,teachers_male,366,pupils_female,10109
Zaghouan,avg_pupil_to_teacher,23.2,number_taught_classes,910,teachers_male,366,pupils_all,20984
Zaghouan,avg_pupil_to_teacher,23.2,number_taught_classes,910,teachers_male,366,pupils_male,10875
Zaghouan,avg_pupil_to_teacher,23.2,number_taught_classes,910,teachers_all,905,pupils_female,10109
Zaghouan,avg_pupil_to_teacher,23.2,number_taught_classes,910,teachers_all,905,pupils_all,20984
Zaghouan,avg_pupil_to_teacher,23.2,number_taught_classes,910,teachers_all,905,pupils_male,10875
Zaghouan,avg_pupil_to_teacher,23.2,number_classerooms,544,teachers_female,539,pupils_female,10109
Zaghouan,avg_pupil_to_teacher,23.2,number_classerooms,544,teachers_female,539,pupils_all,20984
Zaghouan,avg_pupil_to_teacher,23.2,number_classerooms,544,teachers_female,539,pupils_male,10875
Zaghouan,avg_pupil_to_teacher,23.2,number_classerooms,544,teachers_male,366,pupils_female,10109
Zaghouan,avg_pupil_to_teacher,23.2,number_classerooms,544,teachers_male,366,pupils_all,20984
Zaghouan,avg_pupil_to_teacher,23.2,number_classerooms,544,teachers_male,366,pupils_male,10875
Zaghouan,avg_pupil_to_teacher,23.2,number_classerooms,544,teachers_all,905,pupils_female,10109
Zaghouan,avg_pupil_to_teacher,23.2,number_classerooms,544,teachers_all,905,pupils_all,20984
Zaghouan,avg_pupil_to_teacher,23.2,number_classerooms,544,teachers_all,905,pupils_male,10875
Zaghouan,avg_pupil_to_teacher,23.2,number_schools,109,teachers_female,539,pupils_female,10109
Zaghouan,avg_pupil_to_teacher,23.2,number_schools,109,teachers_female,539,pupils_all,20984
